ac_no,Candidate,Party,% of Votes,Total Votes,,
339,SHAHLA AHRARI,Indian National Congress,0.97%,"20,16",,
339,ANAND PRAKASH CHAURASIA,Communist Party of India,0.73%,"15,15",,
339,NOTA,None of the Above,0.69%,"14,36",,
339,INDRAMOHAN,Moulik Adhikar Party,0.57%,"11,78",,
339,DEENANATH KUSHWAHA,Jan Adhikar Party,0.46%,"95,7",,
339,SURENDR,Independent,0.36%,"74,3",,
339,SURESH,Independent,0.36%,"73,7",,
339,KAUSHAL KISHORE MANI ALIAS MADHAVJI,Aam Aadmi Party,0.26%,"54,1",,
339,FIROJ,Independent,0.23%,"48,5",,
340,SABHAKUNWAR,Bharatiya Janata Party,46.98%,"91,282",,
340,ASHUTOSH UPADHYAY,Samajwadi Party,37.68%,"73,200",,
340,AJAY,Bahujan Samaj Party,9.56%,"18,576",,
340,KESHAV CHAND YADAV,Indian National Congress,2.31%,"44,86",,
340,AJIMULLAH,Jan Adhikar Party,1.11%,"21,54",,
340,NOTA,None of the Above,0.82%,"15,89",,
340,SHRIRAM KUSHWAHA,Communist Party of India (Marxist-Leninist) (Liberation),0.5%,"96,7",,
340,DURGESH KUMAR,Bharatiya Jan Jagriti Party,0.32%,"62,0",,
340,DAYANAND,Apna Dal United Party,0.26%,"51,3",,
340,RAMASHRAY RAJBHAR,Janata Dal (United),0.25%,"48,8",,
340,ANIL,Aam Aadmi Party,0.21%,"40,7",,
341,BIJAYLAXMI GAUTAM,Bharatiya Janata Party,46.15%,"82,047",,
341,MANBODH PRASAD,Suheldev Bharatiya Samaj Party,36.8%,"65,439",,
341,RAJESH BHARATI,Bahujan Samaj Party,11.62%,"20,657",,
341,DULARI DEVI,Indian National Congress,1.54%,"27,36",,
341,BHARAT VYASH GAUTAM,All India Majlis-E-Ittehadul Muslimeen,1.54%,"27,32",,
341,NOTA,None of the Above,1.03%,"18,23",,
341,SATISH KUMAR,Communist Party of India (Marxist),0.88%,"15,57",,
341,UDAYBHAN RAO,Aam Aadmi Party,0.46%,"80,9",,
342,DEEPAK KUMAR MISHR,Bharatiya Janata Party,46.33%,"85,758",,
342,MURLI MANOHAR JAISWAL,Samajwadi Party,37.22%,"68,897",,
342,VINAY LALSAHAB TIWARI,Bahujan Samaj Party,12.58%,"23,287",,
342,RAMJEE GIRI,Indian National Congress,1.12%,"20,79",,
342,NOTA,None of the Above,1%,"18,47",,
342,BIJAY SHANKER,Hindustan Janmorcha,0.41%,"76,6",,
342,RAMASHRAY,Moderate Party,0.25%,"45,5",,
342,ISHWAR CHAND VISHWAKARAMA,Bahujan Mukti Party,0.24%,"45,0",,
342,KRISHNCHANDRA DIKSHIT ADVOCATE,Independent,0.23%,"42,2",,
342,BHASKAR MISHRA,Independent,0.2%,"37,6",,
342,SUDHIR KUMAR VISHWAKARMA,Right to Recall Party,0.2%,"36,4",,
342,MAHANTH,Aam Janta Party (India),0.11%,"20,8",,
342,RAMIKBAL,Subhashwadi Bhartiya Samajwadi Party (Subhas Party),0.11%,"19,9",,
343,DR. SANGRAM,Samajwadi Party,39.55%,"91,502",,
343,PRASHANT SINGH,Nirbal Indian Shoshit Hamara Aam Dal,32.1%,"74,255",,
343,SAROJ KUMAR,Bahujan Samaj Party,22.17%,"51,293",,
343,SAURABH NISHAD,Vikassheel Insaan Party,1.6%,"36,93",,
343,RAMESH CHAND,Indian National Congress,0.96%,"22,12",,
343,UMESH KUMAR MAURYA,Jan Adhikar Party,0.94%,"21,81",,
343,RAMDHARI,Rashtriya Bhagidari Party,0.83%,"19,14",,
343,NOTA,None of the Above,0.61%,"14,02",,
343,RAMESH KUMAR,Aam Aadmi Party,0.53%,"12,23",,
343,DR.SEEMA PANDEY,Independent,0.37%,"85,2",,
343,RAM DEVI,Independent,0.35%,"81,4",,
344,NAFEES AHMAD,Samajwadi Party,40.87%,"84,401",,
344,SATYENDRA RAI,Bharatiya Janata Party,29.1%,"60,094",,
344,RAMESH CHAND YADAV,Bahujan Samaj Party,21.89%,"45,211",,
344,ABDULA,All India Majlis-E-Ittehadul Muslimeen,3.95%,"81,63",,
344,YOGENDRA YADAV,Vikassheel Insaan Party,1.07%,"22,01",,
344,MIRZA SHAN ALAM BEG,Indian National Congress,0.8%,"16,49",,
344,NOTA,None of the Above,0.71%,"14,71",,
344,ER. SUNIL KUMAR YADAV,Aam Aadmi Party,0.45%,"92,6",,
344,SUBASH,Naitik Party,0.41%,"85,3",,
344,MUNNA LAL,Rashtrawadi Janwadi Manch,0.32%,"65,1",,
344,MITRASEN,Independent,0.24%,"50,1",,
344,MANOJ KUMAR,Bahujan Mukti Party,0.19%,"39,7",,
345,HRIDAY NARAYAN SINGH PATEL,Samajwadi Party,42.76%,"83,093",,
345,BANDANA SINGH,Bharatiya Janata Party,31.17%,"60,578",,
345,SHANKAR YADAV,Bahujan Samaj Party,21.1%,"41,006",,
345,PANKAJ MAURYA,Jan Adhikar Party,1.24%,"24,15",,
345,RANA KHATOON,Indian National Congress,0.72%,"14,01",,
345,NOTA,None of the Above,0.59%,"11,48",,
345,BABULAL BHARTI,Independent,0.57%,"11,09",,
345,ABHIMANYU,Bahujan Mukti Party,0.43%,"84,1",,
345,MUKESH RAI,Aam Aadmi Party,0.29%,"57,2",,
345,CHANDRIKA,Independent,0.24%,"47,4",,
345,SAHTU,Independent,0.23%,"44,5",,
345,NESAR,Peace Party,0.22%,"43,5",,
345,AMIRCHAND RAMLAKHAN YADAV,Aazad Samaj Party (Kanshi Ram),0.18%,"34,7",,
345,ISHRAK,Independent,0.14%,"26,3",,
345,VIRENDRA YADAV,Aam Janta Party (India),0.11%,"21,3",,
346,AKHILESH,Samajwadi Party,36.02%,"80,726",,
346,ARVIND JAISWAL,Bharatiya Janata Party,23.03%,"51,623",,
346,ABDUSSALAM,Bahujan Samaj Party,21.74%,"48,734",,
346,SHAH ALAM (GUDDU JAMALI),All India Majlis-E-Ittehadul Muslimeen,16.27%,"36,460",,
346,NOTA,None of the Above,0.6%,"13,49",,
346,PARVEEN BANO,Indian National Congress,0.59%,"13,31",,
346,RAMDULARE RAJBHAR,Jan Adhikar Party,0.5%,"11,11",,
346,LAL BIHARI MRITAK,Independent,0.3%,"66,9",,
346,RADHESHYAM,Rashtriya Bhagidari Party,0.25%,"56,8",,
346,PHULJHARI DEVI,Independent,0.22%,"48,5",,
346,KANHAIYA,Aazad Samaj Party (Kanshi Ram),0.16%,"35,6",,
346,RAVISHANKAR BHARAT,Jan Raajya Party,0.14%,"31,4",,
346,MOHAMMAD SHAMEEM,Bhartiya Sabka Dal,0.09%,"20,8",,
346,NARENDRA SINGH CHAUHAN,Aam Aadmi Party,0.09%,"20,4",,
347,DURGA PRASAD YADAV,Samajwadi Party,42.66%,"10,0813",,
347,AKHILESH KUMAR MISHRA,Bharatiya Janata Party,35.87%,"84,777",,
347,SUSHIL KUMAR SINGH,Bahujan Samaj Party,16.62%,"39,281",,
347,KAMAR KAMAL,All India Majlis-E-Ittehadul Muslimeen,2.34%,"55,32",,
347,PRAVEEN KUMAR SINGH,Indian National Congress,0.92%,"21,75",,
347,NOTA,None of the Above,0.62%,"14,70",,
347,RISHIKANT YADAV,Aazad Samaj Party (Kanshi Ram),0.27%,"64,1",,
347,RAJIV KUMAR SINGH,Independent,0.26%,"60,4",,
347,KRIPA SHANKAR PATHAK,Aam Aadmi Party,0.25%,"58,0",,
347,SURYANATH,Bhartiya Gadar Party (S),0.19%,"45,7",,
348,ALAM BADI,Samajwadi Party,43.22%,"79,835",,
348,MANOJ,Bharatiya Janata Party,24.71%,"45,648",,
348,PIYUSH KUMAR SINGH,Bahujan Samaj Party,24.18%,"44,657",,
348,ABDURRAHMAN ANSARI,All India Majlis-E-Ittehadul Muslimeen,3.3%,"61,00",,
348,ANIL KUMAR YADAV,Indian National Congress,1.24%,"22,97",,
348,JITENDRA,Communist Party of India,0.66%,"12,24",,
348,RAJIV YADAV,Independent,0.61%,"11,19",,
348,NOTA,None of the Above,0.58%,"10,67",,
348,AKHTAR ALI,Aazad Samaj Party (Kanshi Ram),0.38%,"71,1",,
348,SUSHIL KUMAR YADAV,Rashtriya Teesara Vikalp Party,0.31%,"57,9",,
348,RAJMANI MISHRA,Independent,0.24%,"44,9",,
348,SHAH KAMAR,Rashtriya Jantantrik Bharat Vikas Party,0.24%,"44,7",,
348,SHAHRIYAR MOHAMMED SADIQ,Aam Aadmi Party,0.18%,"32,6",,
348,ARASAD,Bahujan Kranti Party (Marxwad-Ambedkarwad),0.14%,"25,3",,
349,RAMAKANT,Samajwadi Party,42%,"81,164",,
349,RAM SURAT,Bharatiya Janata Party,28.91%,"55,858",,
349,SHAKEEL AHMAD,Bahujan Samaj Party,25.61%,"49,495",,
349,MO SHAHID,Indian National Congress,0.81%,"15,58",,
349,YOGENDRA PRATAP,Jan Adhikar Party,0.79%,"15,29",,
349,NOTA,None of the Above,0.55%,"10,58",,
349,RAM AVTAR,Independent,0.42%,"82,1",,
349,SANJAY,Independent,0.27%,"52,7",,
349,AMIT KUMAR,Aazad Samaj Party (Kanshi Ram),0.17%,"32,9",,
349,PARAS NATH,Independent,0.16%,"31,8",,
349,JITENDRA KUMAR,Independent,0.12%,"23,9",,
349,PRADEEP,Sarva Samaj Janata Party,0.11%,"20,3",,
349,KIRAN,Aam Aadmi Party,0.08%,"14,5",,
350,KAMALKANT,Samajwadi Party,36.99%,"74,342",,
350,KRISHNAMURARI,Bharatiya Janata Party,30.25%,"60,781",,
350,BHUPENDRA,Bahujan Samaj Party,23.43%,"47,094",,
350,HUZAIFA AMIR,Rashtriya Ulama Council,5.01%,"10,070",,
350,ZAVED,All India Majlis-E-Ittehadul Muslimeen,1.09%,"21,99",,
350,AWADHESH KUMAR SINGH,Indian National Congress,0.85%,"17,17",,
350,NOTA,None of the Above,0.43%,"86,4",,
350,VIPENDRA,Independent,0.39%,"79,3",,
350,MOHAMMAD NADEEN KHAN,Independent,0.33%,"67,2",,
350,MAHENDRA PRASAD BIND,Peoples Party of India (Democratic),0.29%,"58,1",,
350,JALALUDDIN,Independent,0.28%,"56,8",,
350,GULAB,Independent,0.21%,"41,7",,
350,LALMAN YADAV,Sanatan Sanskriti Raksha Dal,0.19%,"39,0",,
350,RASHMI VISHWAKARMA,Aam Aadmi Party,0.13%,"26,0",,
350,JITENDRA,Bahujan Mukti Party,0.1%,"20,9",,
351,BECHAI,Samajwadi Party,38.31%,"83,767",,
351,NEELAM,Bharatiya Janata Party,31.57%,"69,034",,
351,AZAD ARIMARDAN,Bahujan Samaj Party,26.44%,"57,809",,
351,PUSHPA BHARTIY,Indian National Congress,0.96%,"20,99",,
351,NOTA,None of the Above,0.8%,"17,43",,
351,RAMCHANDAR,Independent,0.6%,"13,14",,
351,RIPUSUDAN,Jan Adhikar Party,0.43%,"93,9",,
351,ARVIND,Bahujan Awam Party,0.31%,"68,3",,
351,RAJNATH DASAI JAISWAR,Aazad Samaj Party (Kanshi Ram),0.22%,"47,6",,
351,HARIRAM,Aam Aadmi Party,0.21%,"46,5",,
351,KARMRAJ,Lok Janshakti Party(Ram Vilas),0.15%,"32,8",,
352,PUJA,Samajwadi Party,39.35%,"86,960",,
352,MANJOO SAROJ,Bharatiya Janata Party,32.94%,"72,811",,
352,PANKAJ KUMAR,Bahujan Samaj Party,22.7%,"50,173",,
352,KARMVEER AZAD,All India Majlis-E-Ittehadul Muslimeen,1.98%,"43,77",,
352,JIYALAL,Communist Party of India,0.81%,"17,84",,
352,NIRMALA BHARTI,Indian National Congress,0.75%,"16,62",,
352,NOTA,None of the Above,0.75%,"16,49",,
352,RAMLAKHAN PAL DHANGAR,Rashtriya Shoshit Samaj Party,0.38%,"85,0",,
352,GITANJALI DEVI,Aam Aadmi Party,0.34%,"75,0",,
353,RAM BILASH CHAUHAN,Bharatiya Janata Party,35.24%,"79,032",,
353,UMESH PANDEY,Samajwadi Party,33.26%,"74,584",,
353,NEELAM SINGH KUSHWAHA,Bahujan Samaj Party,22.82%,"51,185",,
353,BHARAT SINGH,Vikassheel Insaan Party,3.57%,"80,11",,
353,AMARESH CHAND PANDEY,Indian National Congress,1.73%,"38,71",,
353,FAUJI KISHAN LAL GOND,Aam Aadmi Party,0.99%,"22,31",,
353,NOTA,None of the Above,0.56%,"12,54",,
353,DINESH,Jan Adhikar Party,0.44%,"98,3",,
353,SUSHEEL,Independent,0.4%,"89,2",,
353,SURAJ KUMAR PANDEY,Independent,0.33%,"72,9",,
353,SURYA KUMAR DUBEY,Independent,0.29%,"64,5",,
353,RAVINDRA,Independent,0.24%,"54,3",,
353,RAMPRAVESH,Rashtriya Samaj Dal (R),0.13%,"29,8",,
354,DARA SINGH CHAUHAN,Samajwadi Party,42.21%,"10,8430",,
354,VIJAY KUMAR RAJBHAR,Bharatiya Janata Party,33.57%,"86,214",,
354,VASIM EKBAL ALIAS CHUNNU,Bahujan Samaj Party,21.12%,"54,248",,
354,PRIYANKA,Indian National Congress,0.78%,"20,12",,
354,DEENANATH,Vikassheel Insaan Party,0.51%,"13,14",,
354,NOTA,None of the Above,0.49%,"12,49",,
354,FUZAIL AHMAD,Peace Party,0.44%,"11,21",,
354,HRIDYANARAYAN RAI,Watan Janta Party,0.27%,"70,3",,
354,VIKRAM CHAUHAN,Janata Dal (United),0.24%,"60,5",,
354,PANKAJ KUMAR,Aam Aadmi Party,0.2%,"51,0",,
354,KISHUNDEV CHAUHAN,Independent,0.17%,"44,9",,
355,RAJENDRA KUMAR,Samajwadi Party,41.48%,"94,688",,
355,POONAM SAROJ,Bharatiya Janata Party,29.8%,"68,039",,
355,DHARM SINGH GAUTAM,Bahujan Samaj Party,24.68%,"56,350",,
355,MAHENDRA SONKAR,Jan Adhikar Party,1.4%,"31,86",,
355,BANVARI RAM,Indian National Congress,1.07%,"24,52",,
355,NOTA,None of the Above,0.67%,"15,40",,
355,MONOO,Independent,0.36%,"83,2",,
355,ANKIT KUMAR RAO,Aam Aadmi Party,0.32%,"73,5",,
355,DINANATH PRASAD,Independent,0.21%,"46,9",,
356,ABBAS ANSARI,Suheldev Bharatiya Samaj Party,44.69%,"12,4691",,
356,ASHOK KUMAR SINGH,Bharatiya Janata Party,31.03%,"86,575",,
356,BHIM,Bahujan Samaj Party,15.96%,"44,516",,
356,MADHAVENDRA BAHADUR SINGH,Indian National Congress,2.36%,"65,89",,
356,RAMKISHOR,Janta Kranti Party (Rashtravadi),2.36%,"65,76",,
356,FAKHRE ALAM,Communist Party of India,0.95%,"26,40",,
356,MUNAUVAR,Peace Party,0.86%,"24,06",,
356,NOTA,None of the Above,0.47%,"13,10",,
356,JITENDRA SINGH CHAUHAN,Independent,0.35%,"96,9",,
356,MOVIN AHAMAD,Independent,0.33%,"92,4",,
356,VIKRAMJIT SINGH,Aam Aadmi Party,0.22%,"62,3",,
356,RAJPAT CHAUHAN,Independent,0.16%,"43,3",,
356,SHAILENDRA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),0.14%,"37,9",,
356,PARMAHANS,Independent,0.13%,"36,5",,
357,Hansu Ram,Suheldev Bharatiya Samaj Party,39.57%,"78,995",,
357,Chhathu Ram,Bharatiya Janata Party,36.81%,"73,481",,
357,PRAVEEN PRAKASH,Bahujan Samaj Party,19.44%,"38,803",,
357,Ramlal,Jan Adhikar Party,1.05%,"20,93",,
357,Geeta,Indian National Congress,0.77%,"15,29",,
357,NOTA,None of the Above,0.61%,"12,19",,
357,Shoshila,Independent,0.32%,"64,3",,
357,Gopal,Independent,0.32%,"63,5",,
357,AKHILESH KUMAR,Lok Janshakti Party(Ram Vilas),0.26%,"52,6",,
357,SHIMON PRAKASH,Independent,0.25%,"49,1",,
357,Ganga,Independent,0.2%,"40,7",,
357,Nirbhay,Independent,0.19%,"37,9",,
357,Bikau,Independent,0.12%,"23,9",,
357,Kundan Kanaujiya,Janlok Vikas Party,0.09%,"17,7",,
358,UMASHANKAR SINGH,Bahujan Samaj Party,43.82%,"87,887",,
358,MAHENDRA,Suheldev Bharatiya Samaj Party,40.54%,"81,304",,
358,BABBAN,Bharatiya Janata Party,12.08%,"24,235",,
358,CHANDAN,Aazad Samaj Party (Kanshi Ram),1.3%,"26,05",,
358,NOTA,None of the Above,0.67%,"13,39",,
358,RAJ URF OMLATA RAJ,Indian National Congress,0.65%,"12,94",,
358,ASHOK,Independent,0.33%,"66,2",,
358,SANTOSH KUMAR PANDEY,Independent,0.29%,"57,6",,
358,RAM ASHISH RAM,Independent,0.2%,"41,1",,
358,RAJARAM,Independent,0.13%,"25,9",,
359,ZIYAUDDIN RIZVI,Samajwadi Party,42.75%,"75,446",,
359,SANJAY YADAV,Bharatiya Janata Party,36.03%,"63,591",,
359,SANJEEV KUMAR VERMA,Bahujan Samaj Party,16.78%,"29,604",,
359,ASHOK,Jan Adhikar Party,1.17%,"20,60",,
359,BRIJESH SINGH GAT,Indian National Congress,1.05%,"18,57",,
359,NOTA,None of the Above,0.62%,"10,89",,
359,SHRIRAM CHAUDHARY,Communist Party of India (Marxist-Leninist) (Liberation),0.43%,"75,2",,
359,MANOJ KUMAR CHAUHAN,Independent,0.36%,"64,2",,
359,SADDAM HUSSAN,Independent,0.28%,"49,8",,
359,MOHAN,Independent,0.21%,"37,7",,
359,DHARMENDRA,Independent,0.18%,"32,2",,
359,PRADEEP KUMAR,Aam Aadmi Party,0.13%,"23,3",,
360,SANGRAM SINGH,Samajwadi Party,48.78%,"92,516",,
360,UPENDRA TIWARI,Bharatiya Janata Party,38.57%,"73,162",,
360,KAMAL DEV,Bahujan Samaj Party,7.46%,"14,154",,
360,VIVEK,Vikassheel Insaan Party,1.19%,"22,56",,
360,JAINENDRA,Indian National Congress,1.18%,"22,29",,
360,NOTA,None of the Above,0.59%,"11,17",,
360,AVADHESH VERMA,Bahujan Mukti Party,0.41%,"78,7",,
360,PAWAN PRAKASH,Jan Adhikar Party,0.35%,"67,3",,
360,AVALESH,Janata Dal (United),0.33%,"62,1",,
360,JANARDAN SINGH,Independent,0.24%,"46,1",,
360,BHIM,Bharatiya Suheldev Janata Party,0.22%,"41,6",,
360,SHAMIM,Independent,0.22%,"41,5",,
360,SANTOSH,Independent,0.2%,"38,1",,
360,MANNU,Naitik Party,0.17%,"32,2",,
360,DINESH,Rashtriya Yuva Morcha Dal,0.08%,"15,2",,
361,Daya Shankar Singh,Bharatiya Janata Party,51.22%,"10,3873",,
361,NARAD RAI,Samajwadi Party,38.28%,"77,634",,
361,Shivdas Prasad Verma,Bahujan Samaj Party,4.94%,"10,023",,
361,Jitendra Tiwari,Vikassheel Insaan Party,1.91%,"38,72",,
361,Omprakash,Indian National Congress,1.07%,"21,66",,
361,NOTA,None of the Above,0.52%,"10,54",,
361,Rama Shankar Tiwari,Independent,0.4%,"81,5",,
361,Dharmendra Kumar,Independent,0.35%,"70,0",,
361,M.Shamim Khan,All India Majlis-E-Ittehadul Muslimeen,0.34%,"68,9",,
361,AJAY S/O KEDAR,Aam Aadmi Party,0.26%,"51,9",,
361,Arjun Kumar,Independent,0.19%,"38,1",,
361,SAGAR SINGH,Lok Janshakti Party(Ram Vilas),0.17%,"34,6",,
361,AJAY S/O RAJNARAYAN,Swadesh Jan Sewak Party,0.13%,"27,2",,
361,Shankar Ram Rawat,VANCHITSAMAJ INSAAF PARTY,0.12%,"23,5",,
361,Prakash Kumar,All India Forward Bloc,0.11%,"23,3",,
362,KETAKEE SINGH,Bharatiya Janata Party,47.67%,"10,3305",,
362,RAM GOVIND,Samajwadi Party,37.82%,"81,953",,
362,MANTI,Bahujan Samaj Party,5.01%,"10,854",,
362,AJAY SHANKAR,Vikassheel Insaan Party,3.53%,"76,50",,
362,PUNEET,Indian National Congress,2.01%,"43,54",,
362,NOTA,None of the Above,0.92%,"20,04",,
362,LAKSHMAN,Communist Party of India,0.92%,"19,83",,
362,DAYASHANKER VERMA,Jan Adhikar Party,0.52%,"11,31",,
362,SWAMI NATH SAHANI,Independent,0.34%,"74,1",,
362,PRAMOD PASWAN,Independent,0.31%,"66,7",,
362,SUSHANT,Aam Aadmi Party,0.3%,"66,0",,
362,VINOD KUMAR VERMA,Independent,0.23%,"49,6",,
362,SANGRAM SINGH TOMAR,Lok Janshakti Party(Ram Vilas),0.23%,"48,9",,
362,MAMATA,Swadesh Jan Sewak Party,0.19%,"41,1",,
363,JAI PRAKASH ANCHAL,Samajwadi Party,40.33%,"71,241",,
363,ANAND SWARUP SHUKLA,Bharatiya Janata Party,33%,"58,290",,
363,SURENDRA NATH SINGH,Vikassheel Insaan Party,16.2%,"28,615",,
363,SUBHASH YADAV,Bahujan Samaj Party,7.19%,"12,695",,
363,NOTA,None of the Above,1.11%,"19,58",,
363,SURYA BALI PRASAD,Bahujan Mukti Party,0.69%,"12,25",,
363,KUMARI SONA,Indian National Congress,0.68%,"12,03",,
363,RAJNISH,Aam Aadmi Party,0.45%,"79,4",,
363,ASHOK KUMAR MAURYA,Jan Adhikar Party,0.36%,"63,3",,
364,RAMESH CHANDRA MISHRA,Bharatiya Janata Party,39.72%,"82,391",,
364,OMPRAKASH BABA DUBEY,Samajwadi Party,39.08%,"81,065",,
364,MANOJ,Bahujan Samaj Party,16.77%,"34,792",,
364,ARTI SINGH,Indian National Congress,0.8%,"16,51",,
364,ANIL KUMAR SINGH,Hum Sabki Party,0.52%,"10,87",,
364,SABHAJEET,Independent,0.44%,"90,5",,
364,NOTA,None of the Above,0.43%,"89,2",,
364,HARI PRASAD SHUKLA,Independent,0.37%,"76,0",,
364,RAJESH VISHWAKARMA,Jan Adhikar Party,0.35%,"71,9",,
364,SUBEDAR GAUTAM,Bharatrashtra Democratic Party,0.33%,"68,8",,
364,SUMIT SINGH,Vikassheel Insaan Party,0.27%,"56,0",,
364,RAM GOVIND SINGH,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),0.25%,"52,6",,
364,RAHUL SHARMA,Aam Aadmi Party,0.24%,"50,6",,
364,SUSHMA MISHRA,Bhartiya Dharmanirpeksha Party,0.24%,"49,2",,
364,SEEMA JAISWAL,Rashtriya Samaj Paksha,0.19%,"38,5",,
365,Ramesh,Nirbal Indian Shoshit Hamara Aam Dal,36.21%,"87,233",,
365,Shailendra Yadav Lalai,Samajwadi Party,35.91%,"86,514",,
365,Indar Dev,Bahujan Samaj Party,20.32%,"48,957",,
365,Nayab Ahmad Khan,All India Majlis-E-Ittehadul Muslimeen,3.37%,"81,28",,
365,Ramanuj,Vikassheel Insaan Party,1.06%,"25,51",,
365,NOTA,None of the Above,0.68%,"16,43",,
365,Parvez Alam,Indian National Congress,0.63%,"15,29",,
365,Kapil Dev,Shiv Sena,0.36%,"85,7",,
365,Vinod Kumar,Aam Aadmi Party,0.33%,"78,3",,
365,Ram Sumer,Moulik Adhikar Party,0.32%,"77,5",,
365,Suresh Rajbhar,Aapki Apni Party (Peoples),0.26%,"62,6",,
365,Ram Pratap,Bharatiya Nav Kranti Party,0.21%,"51,4",,
365,Vinod,Independent,0.18%,"42,7",,
365,Jitendra Kumar,Bharatrashtra Democratic Party,0.16%,"38,3",,
366,GIRISH CHANDRA YADAV,Bharatiya Janata Party,39.35%,"97,760",,
366,MOHD. ARSHAD KHAN,Samajwadi Party,36.11%,"89,708",,
366,SALEEM KHAN,Bahujan Samaj Party,12.31%,"30,579",,
366,NADEEM JAVED,Indian National Congress,4.89%,"12,150",,
366,ABHAYRAJ,All India Majlis-E-Ittehadul Muslimeen,2.51%,"62,28",,
366,ANJOO,Vikassheel Insaan Party,0.98%,"24,45",,
366,ER.VIVEK MAURYA,Jan Adhikar Party,0.59%,"14,75",,
366,VIKAS KUMAR PANDEY,Aam Janta Party (India),0.51%,"12,62",,
366,DR VINOD KUMAR SINGH VATS,Aam Aadmi Party,0.31%,"76,3",,
366,MEETHAEE LAL,Peoples Party of India (Democratic),0.28%,"70,2",,
366,SUNIL KUMAR UPADHYAY,Rashtriya Jan Gaurav Party,0.26%,"65,0",,
366,RAM KESH YADAV,Bahujan Mukti Party,0.22%,"55,7",,
366,NOTA,None of the Above,0.22%,"54,2",,
366,YASHWANT KUMAR GUPTA,Gandhiyan Peoples Party,0.2%,"49,7",,
366,AMAN KHAN,Independent,0.2%,"49,6",,
366,DINESH SINGH(RINKU BHAIYA),Jansatta Dal Loktantrik,0.18%,"45,7",,
366,ASHISH KUMAR,Rashtravadi Vikas Party,0.15%,"37,4",,
366,AKHILESH KUMAR SINGH,Independent,0.11%,"27,2",,
366,RADHA KRISHNA,Independent,0.09%,"22,3",,
366,CHANDRAMANI PANDEY,Rashtriya Samaj Paksha,0.09%,"22,2",,
366,SHASHI DUBEY,Shiv Sena,0.09%,"22,2",,
366,VISHAL,Independent,0.09%,"21,8",,
366,BRIJESH,Bharatrashtra Democratic Party,0.08%,"20,2",,
366,ISHWAR DAYAL SINGH SETH,Bhartiya Sabka Dal,0.07%,"17,5",,
366,PRAVIN,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),0.06%,"15,4",,
366,VIJAY KUMAR UPADHYAY,Independent,0.05%,"11,4",,
367,LUCKY YADAV,Samajwadi Party,42.57%,"97,357",,
367,DHANANJAY SINGH,Janata Dal (United),34.91%,"79,830",,
367,SHAILENDRA YADAV,Bahujan Samaj Party,10.5%,"24,007",,
367,KRISHNA PRATAP SINGH K.P.,Bharatiya Janata Party,8.01%,"18,319",,
367,JAY PRAKASH,Aam Aadmi Party,1.18%,"26,97",,
367,PUSHPA SHUKLA,Indian National Congress,0.63%,"14,44",,
367,NOTA,None of the Above,0.58%,"13,33",,
367,AVANISH TIWARI PRINCE,Log Party,0.33%,"75,6",,
367,RAHUL SINGH,Bharat Swabhiman Party,0.29%,"65,7",,
367,NAVEEN KUMAR,Voters Party International,0.29%,"65,3",,
367,VISHAL PANDEY,Bhartiya Dharmanirpeksha Party,0.28%,"64,0",,
367,MUSTAKIM,Independent,0.28%,"63,6",,
367,MANOJ YADAV,Bahujan Mukti Party,0.16%,"36,6",,
368,PANKAJ,Samajwadi Party,41.9%,"92,048",,
368,AJAY SHANKAR DUBEY,Bharatiya Janata Party,39.52%,"86,818",,
368,DINESH KUMAR SHUKLA,Bahujan Samaj Party,14.84%,"32,597",,
368,PRAMOD KUMAR SINGH,Indian National Congress,0.83%,"18,30",,
368,NOTA,None of the Above,0.58%,"12,67",,
368,RAMJAN ALI,All India Majlis-E-Ittehadul Muslimeen,0.46%,"10,01",,
368,ANIL KUMAR,Independent,0.42%,"92,9",,
368,SUSHIL KUMAR,Moulik Adhikar Party,0.39%,"84,6",,
368,JYOTI PRAKASH,Independent,0.37%,"81,7",,
368,MATTU LAL,Vikassheel Insaan Party,0.15%,"33,2",,
368,VYANKTESH BAHADUR,Bhartiya Dharmanirpeksha Party,0.12%,"27,3",,
368,MADHAVENDRA PRATAP,Shiv Sena,0.12%,"26,0",,
368,JITENDRA KUMAR,Bharatrashtra Democratic Party,0.09%,"19,9",,
368,MUSTAK AHAMAD,Log Party,0.08%,"18,0",,
368,AJAY KUMAR,Moolniwasi Samaj Party,0.08%,"16,6",,
368,NEELAM KUMAR,Samaj Parivartan Party,0.06%,"13,7",,
369,DR. RAGINI,Samajwadi Party,41.99%,"91,659",,
369,MEHI LAL,Bharatiya Janata Party,38.1%,"83,175",,
369,VIJAY KUMAR,Bahujan Samaj Party,16.06%,"35,059",,
369,MALA DEVI,Indian National Congress,1%,"21,78",,
369,S. P. MANAV,Aazad Samaj Party (Kanshi Ram),0.75%,"16,29",,
369,NOTA,None of the Above,0.55%,"11,98",,
369,RANG BAHADUR,Jan Adhikar Party,0.42%,"92,3",,
369,ACHCHHELAL,Rashtra Uday Party,0.39%,"84,4",,
369,PALAK DHARI,Peoples Party of India (Democratic),0.32%,"70,7",,
